sigma,label
34.966,0
30.825,0
32.654,0
36.906,0
35.354,0
33.447,0
33.141,0
33.527,0
29.987,0
30.075,0
30.175,0
26.869,0
35.003,0
22.834,0
33.808,0
36.853,0
36.557,0
35.351,0
22.569,0
36.122,0
33.363,0
26.99,0
25.943,0
31.649,0
26.381,0
31.684,0
27.778,0
35.702,0
33.618,0
30.285,0
34.807,0
34.137,0
32.635,0
35.245,0
34.952,0
36.396,0
31.683,0
29.623,0
30.244,0
33.498,0
36.776,0
31.978,0
30.763,0
15.003,0
35.994,0
33.518,0
35.248,0
32.876,0
29.801,0
36.274,0
34.209,0
32.67,0
27.587,0
25.83,0
24.163,0
33.498,0
31.378,0
34.251,0
32.896,0
33.78,0
35.086,0
33.827,0
21.631,0
36.754,0
35.731,0
28.434,0
36.184,0
36.373,0
36.67,0
35.364,0
26.586,0
35.663,0
35.975,0
31.566,0
27.341,0
35.029,0
27.909,0
36.009,0
31.662,0
34.945,0
21.616,0
35.107,0
35.33,0
20.649,0
36.616,0
31.336,0
32.982,0
31.838,0
34.236,0
35.908,0
36.915,0
28.498,0
32.579,0
30.616,0
26.935,0
31.491,0
28.646,0
30.233,0
28.857,0
35.348,0
29.058,0
31.343,0
33.64,0
36.407,0
34.115,0
27.972,0
36.096,0
26.815,0
30.69,0
21.504,0
36.66,0
32.282,0
30.056,0
36.313,0
31.336,0
36.122,0
35.45,0
29.026,0
33.099,0
17.943,0
35.353,0
23.75,0
32.486,0
32.926,0
36.398,0
26.986,0
35.802,0
36.123,0
32.009,0
30.754,0
29.778,0
33.368,0
32.201,0
33.561,0
36.154,0
31.919,0
32.397,0
35.679,0
30.907,0
33.662,0
27.481,0
24.453,0
32.02,0
36.666,0
25.536,0
32.263,0
33.058,0
25.927,0
30.199,0
32.762,0
33.518,0
31.147,0
36.72,0
36.88,0
23.033,0
36.071,0
32.489,0
36.076,0
33.785,0
34.651,0
34.344,0
26.422,0
34.188,0
33.279,0
34.919,0
30.66,0
31.849,0
29.101,0
30.215,0
32.729,0
30.318,0
34.952,0
36.396,0
31.166,0
18.431,0
35.487,0
32.036,0
36.684,0
36.334,0
31.163,0
35.624,0
35.885,0
28.954,0
21.162,0
34.773,0
27.626,0
36.711,0
27.955,0
33.946,0
29.859,0
34.891,0
35.789,0
32.143,0
34.573,0
34.912,0
35.398,0
36.106,0
36.359,0
35.898,0
32.382,0
36.297,0
36.214,0
32.917,0
36.364,0
36.005,0
33.851,0
34.467,0
33.756,0
32.787,0
34.257,0
36.732,0
33.438,0
25.252,0
36.214,0
28.681,0
32.84,0
33.706,0
34.94,0
33.655,0
33.612,0
25.531,0
35.283,0
33.74,0
36.837,0
35.993,0
34.926,0
36.544,0
25.094,0
25.927,0
29.385,0
26.644,0
33.155,0
36.176,0
29.582,0
30.132,0
31.731,0
24.234,0
34.173,0
25.902,0
35.288,0
36.226,0
17.541,0
27.368,0
35.786,0
35.739,0
33.158,0
32.879,0
30.719,0
36.618,0
35.162,0
30.918,0
36.197,0
36.714,0
36.221,0
36.371,0
33.548,0
33.707,0
33.97,0
28.247,0
30.005,0
34.899,0
35.617,0
32.707,0
33.446,0
36.904,0
36.279,0
34.989,0
30.103,0
30.561,0
35.313,0
33.11,0
26.406,0
35.561,0
32.937,0
29.218,0
28.809,0
32.897,0
33.749,0
29.935,0
28.117,0
30.349,0
29.6,0
30.161,0
28.478,0
33.574,0
30.696,0
21.133,0
31.381,0
33.734,0
33.492,0
36.679,0
34.751,0
9.336,0
34.211,0
24.637,0
27.975,0
36.351,0
29.68,0
34.159,0
30.115,0
24.858,0
31.215,0
31.61,0
32.019,0
25.305,0
32.663,0
34.136,0
34.303,0
35.735,0
36.389,0
22.929,0
35.339,0
32.943,0
30.219,0
32.297,0
26.256,0
17.854,0
33.022,0
29.036,0
33.045,0
34.934,0
31.986,0
34.191,0
33.669,0
20.594,0
32.704,0
32.122,0
29.845,0
27.599,0
33.145,0
35.799,0
32.02,0
27.452,0
23.662,0
27.749,0
32.798,0
26.431,0
29.974,0
32.941,0
31.373,0
36.493,0
32.164,0
36.26,0
36.483,0
33.681,0
27.948,0
33.952,0
21.453,0
34.719,0
36.915,0
12.698,0
31.537,0
35.714,0
24.212,0
27.496,0
35.799,0
23.517,0
25.781,0
33.78,0
29.428,0
31.182,0
32.228,0
31.183,0
30.136,0
26.471,0
31.062,0
24.541,0
28.134,0
35.091,0
31.569,0
28.539,0
31.044,0
29.772,0
27.765,0
32.308,0
27.608,0
35.448,0
24.438,0
36.904,0
22.038,0
23.356,0
32.645,0
32.922,0
36.142,0
36.61,0
32.551,0
26.073,0
32.805,0
33.377,0
26.463,0
22.927,0
32.189,0
30.593,0
33.383,0
31.783,0
32.369,0
32.949,0
36.461,0
32.424,0
35.774,0
27.489,0
36.763,0
26.62,0
27.36,0
27.234,0
33.369,0
28.365,0
33.445,0
28.244,0
35.071,0
32.699,0
33.602,0
30.428,0
30.878,0
27.305,0
36.482,0
35.99,0
23.363,0
36.41,0
24.589,0
28.973,0
36.258,0
32.84,0
36.209,0
30.679,0
32.052,0
29.832,0
26.014,0
33.524,0
29.473,0
36.701,0
36.347,0
33.147,0
21.304,0
30.063,0
33.444,0
36.099,0
31.523,0
26.958,0
35.834,0
33.275,0
34.091,0
32.269,0
20.963,0
34.788,0
29.179,0
29.87,0
32.166,0
34.982,0
34.999,0
32.873,0
28.318,0
35.661,0
27.884,0
36.226,0
32.402,0
34.173,0
33.493,0
34.677,0
36.699,0
36.447,0
36.78,0
31.545,0
36.388,0
36.56,0
31.387,0
36.246,0
33.263,0
30.509,0
35.083,0
27.793,0
35.693,0
34.104,0
19.641,0
32.464,0
36.035,0
28.665,0
25.765,0
35.796,0
24.765,0
32.112,0
35.353,0
34.93,0
31.135,0
27.902,0
35.512,0
35.919,0
27.966,0
36.28,0
31.627,0
31.329,0
30.68,0
31.144,0
36.293,0
27.306,0
33.068,0
36.245,0
26.057,0
28.117,0
29.026,0
31.456,0
25.54,0
29.946,0
23.404,0
32.598,0
27.546,0
26.109,0
33.269,0
35.174,0
33.103,0
33.126,0
30.673,0
35.994,0
33.224,0
28.393,0
30.872,0
34.152,0
36.533,0
28.836,0
34.736,0
29.947,0
22.6,0
31.659,0
32.834,0
36.724,0
35.484,0
35.721,0
26.56,0
29.78,0
31.639,0
31.746,0
29.813,0
22.013,0
29.912,0
25.835,0
34.735,0
29.474,0
29.675,0
26.551,0
30.083,0
33.256,0
27.408,0
26.977,0
33.613,0
34.434,0
36.655,0
36.436,0
36.122,0
29.282,0
29.941,0
32.073,0
31.453,0
22.938,0
30.794,0
31.853,0
30.937,0
34.235,0
29.024,0
20.926,0
32.626,0
34.032,0
30.478,0
33.457,0
36.575,0
27.158,0
26.314,0
32.48,0
32.975,0
28.964,0
36.635,0
36.208,0
30.614,0
35.407,0
24.795,0
31.255,0
36.529,0
33.328,0
33.571,0
36.119,0
31.765,0
28.42,0
28.131,0
33.886,0
35.871,0
35.292,0
36.158,0
28.377,0
30.338,0
26.098,0
31.556,0
22.047,0
26.785,0
35.477,0
33.625,0
29.717,0
31.246,0
30.252,0
28.795,0
35.454,0
34.858,0
35.218,0
35.15,0
34.572,0
31.25,0
36.978,0
36.025,0
28.798,0
30.047,0
26.757,0
33.284,0
30.021,0
32.38,0
36.409,0
29.61,0
35.367,0
33.942,0
27.243,0
28.236,0
35.085,0
29.471,0
35.354,0
34.087,0
18.833,0
33.118,0
32.961,0
29.272,0
28.68,0
25.743,0
29.911,0
29.52,0
34.33,0
33.117,0
30.833,0
28.067,0
33.682,0
24.268,0
28.774,0
34.57,0
34.806,0
23.026,0
34.444,0
26.328,0
30.29,0
35.91,0
36.878,0
36.973,0
25.938,0
35.242,0
25.854,0
32.509,0
31.665,0
25.242,0
36.713,0
30.759,0
32.679,0
34.875,0
33.8,0
30.232,0
31.885,0
35.96,0
31.927,0
32.57,0
36.92,0
32.432,0
36.972,0
34.516,0
36.679,0
35.951,0
34.454,0
32.978,0
33.916,0
29.663,0
36.683,0
23.621,0
33.123,0
27.826,0
36.75,0
33.315,0
36.486,0
30.849,0
24.652,0
32.343,0
27.235,0
35.158,0
34.157,0
32.756,0
32.751,0
36.455,0
36.367,0
33.626,0
23.281,0
36.951,0
29.829,0
34.846,0
32.309,0
35.568,0
25.464,0
32.423,0
19.959,0
27.133,0
18.468,0
36.03,0
36.868,0
36.251,0
31.871,0
33.386,0
35.268,0
31.05,0
33.912,0
28.119,0
36.537,0
34.252,0
35.078,0
29.307,0
34.176,0
32.838,0
32.502,0
35.724,0
33.567,0
28.849,0
35.78,0
33.459,0
35.543,0
30.682,0
27.522,0
32.361,0
26.567,0
25.753,0
26.85,0
31.821,0
35.07,0
34.759,0
36.527,0
25.226,0
24.439,0
26.518,0
33.893,0
31.182,0
23.456,0
35.749,0
26.77,0
32.921,0
35.609,0
30.533,0
32.271,0
31.94,0
36.946,0
34.951,0
24.849,0
32.234,0
35.657,0
31.936,0
35.81,0
24.099,0
34.392,0
34.712,0
28.312,0
36.527,0
36.025,0
28.001,0
33.734,0
34.593,0
28.797,0
34.016,0
35.38,0
36.486,0
35.908,0
35.051,0
30.581,0
29.867,0
35.97,0
28.144,0
26.376,0
30.307,0
34.041,0
26.927,0
27.768,0
30.56,0
27.711,0
20.246,0
29.249,0
36.934,0
33.964,0
34.399,0
20.844,0
31.265,0
35.406,0
27.013,0
24.809,0
21.885,0
35.679,0
31.41,0
32.952,0
36.68,0
34.421,0
31.737,0
22.866,0
26.557,0
24.627,0
24.654,0
31.422,0
35.367,0
32.052,0
29.161,0
32.896,0
36.912,0
35.667,0
33.26,0
27.247,0
29.84,0
33.26,0
31.82,0
28.022,0
26.281,0
27.887,0
36.797,0
26.469,0
29.868,0
28.263,0
28.617,0
18.147,0
32.043,0
32.166,0
28.964,0
27.642,0
30.794,0
34.997,0
30.113,0
36.013,0
30.841,0
24.09,0
31.696,0
29.537,0
35.427,0
36.16,0
25.35,0
36.541,0
28.39,0
23.6,0
33.358,0
36.994,0
22.369,0
29.659,0
23.721,0
21.583,0
25.857,0
30.888,0
30.173,0
31.896,0
34.625,0
23.787,0
32.101,0
35.965,0
32.077,0
31.147,0
24.44,0
35.189,0
23.553,0
29.772,0
34.728,0
29.134,0
32.848,0
27.539,0
31.019,0
32.908,0
36.498,0
36.214,0
35.522,0
34.644,0
21.352,0
36.447,0
34.57,0
27.772,0
35.458,0
35.929,0
35.852,0
22.125,0
34.922,0
33.365,0
30.157,0
35.926,0
26.449,0
34.317,0
32.684,0
28.706,0
34.31,0
34.197,0
29.171,0
31.05,0
28.48,0
35.61,0
33.148,0
23.376,0
29.662,0
36.03,0
31.337,0
36.028,0
30.842,0
25.728,0
34.248,0
35.418,0
31.35,0
23.136,0
35.658,0
27.938,0
36.89,0
31.584,0
36.448,0
22.98,0
31.477,0
32.864,0
33.299,0
32.616,0
18.106,0
30.02,0
36.45,0
28.12,0
35.781,0
35.217,0
26.921,0
27.128,0
35.958,0
28.099,0
31.835,0
36.164,0
34.983,0
35.626,0
28.27,0
24.926,0
32.561,0
29.782,0
32.574,0
32.264,0
27.287,0
36.473,0
33.158,0
35.004,0
36.907,0
24.096,0
36.888,0
34.402,0
35.738,0
30.202,0
36.921,0
32.114,0
36.547,0
32.674,0
35.243,0
32.662,0
27.793,0
18.741,0
29.633,0
32.603,0
24.931,0
32.052,0
24.735,0
27.328,0
26.352,0
29.117,0
33.579,0
34.246,0
32.076,0
35.704,0
33.828,0
32.017,0
33.727,0
28.089,0
20.116,0
34.335,0
34.071,0
32.192,0
36.222,0
35.971,0
32.995,0
32.483,0
32.749,0
36.09,0
29.061,0
26.987,0
31.686,0
36.619,0
35.382,0
32.261,0
32.455,0
27.919,0
36.551,0
31.821,0
30.995,0
32.397,0
28.288,0
24.759,0
36.26,0
24.97,0
33.269,0
27.568,0
29.743,0
36.895,0
33.285,0
29.489,0
26.023,0
29.722,0
33.09,0
34.751,0
36.113,0
35.052,0
31.143,0
35.388,0
36.398,0
23.73,0
31.582,0
35.247,0
36.953,0
32.946,0
36.498,0
30.178,0
27.987,0
23.753,0
35.417,0
34.958,0
34.926,0
31.899,0
31.036,0
36.048,0
25.278,0
27.574,0
18.643,0
35.994,0
30.616,0
30.434,0
36.14,0
33.726,0
34.43,0
36.698,0
36.545,0
23.932,0
36.648,0
28.772,0
24.737,0
30.371,0
30.558,0
36.185,0
32.162,0
29.531,0
34.171,0
35.91,0
32.397,0
36.958,0
27.691,0
32.002,0
30.273,0
32.823,0
31.275,0
31.149,0
34.277,0
35.549,0
31.405,0
26.063,0
29.002,0
30.776,0
33.78,0
33.882,0
35.791,0
32.398,0
33.126,0
28.391,0
34.411,0
34.015,0
32.615,0
36.379,0
35.443,0
35.347,0
33.962,0
34.906,0
28.641,0
21.934,0
30.999,0
28.235,0
28.288,0
31.348,0
30.208,0
32.562,0
30.34,0
30.918,0
28.64,0
24.729,0
30.713,0
34.288,0
35.396,0
34.927,0
21.59,0
34.386,0
31.913,0
29.456,0
34.734,0
23.627,0
30.419,0
29.951,0
26.384,0
25.378,0
32.306,0
32.028,0
30.802,0
35.545,0
30.77,0
28.674,0
29.949,0
36.814,0
36.386,0
33.463,0
36.911,0
34.513,0
36.334,0
36.781,0
34.13,0
29.173,0
36.206,0
31.047,0
26.994,0
31.756,0
31.489,0
32.055,0
33.3,0
36.55,0
28.302,0
36.35,0
36.426,0
28.923,0
35.137,0
26.568,0
35.811,0
36.347,0
36.853,0
30.258,0
35.078,0
30.008,0
33.064,0
36.078,0
34.468,0
24.62,0
33.977,0
31.682,0
34.564,0
24.808,0
30.396,0
17.667,0
34.671,0
26.261,0
32.88,0
30.067,0
33.095,0
34.96,0
29.135,0
34.502,0
31.515,0
20.621,0
36.144,0
31.67,0
28.809,0
34.05,0
34.445,0
34.031,0
27.615,0
36.526,0
29.543,0
23.866,0
35.968,0
36.815,0
32.069,0
27.116,0
34.255,0
20.307,0
35.44,0
30.178,0
28.478,0
33.137,0
32.245,0
32.941,0
28.643,0
31.494,0
31.772,0
35.539,0
28.56,0
26.566,0
36.12,0
35.051,0
24.781,0
35.747,0
35.449,0
33.4,0
31.849,0
32.628,0
31.091,0
32.735,0
29.892,0
27.595,0
34.347,0
34.693,0
33.3,0
32.618,0
27.842,0
36.593,0
24.254,0
30.334,0
31.958,0
30.359,0
27.651,0
36.535,0
36.494,0
27.267,0
23.372,0
27.929,0
36.142,0
25.484,0
26.038,0
28.872,0
34.813,0
31.759,0
28.143,0
28.487,0
28.835,0
36.42,0
35.174,0
27.183,0
36.705,0
29.137,0
36.66,0
30.127,0
34.841,0
25.816,0
36.18,0
31.104,0
31.166,0
35.833,0
35.239,0
32.821,0
34.415,0
36.386,0
24.129,0
35.893,0
36.192,0
35.64,0
33.591,0
32.287,0
26.806,0
32.371,0
36.653,0
33.449,0
36.601,0
35.225,0
30.742,0
31.891,0
26.935,0
35.043,0
32.256,0
35.373,0
33.011,0
33.325,0
36.431,0
36.398,0
35.29,0
32.642,0
36.211,0
31.44,0
29.434,0
31.316,0
33.987,0
34.762,0
31.649,0
34.285,0
31.442,0
25.012,0
36.997,0
34.746,0
35.956,0
35.175,0
27.777,0
33.792,0
34.393,0
33.578,0
33.79,0
36.499,0
34.701,0
34.274,0
34.732,0
34.972,0
29.933,0
30.817,0
24.678,0
24.115,0
35.828,0
35.788,0
31.551,0
24.004,0
34.279,0
30.122,0
36.962,0
29.798,0
33.946,0
36.416,0
28.977,0
35.716,0
31.368,0
24.652,0
29.025,0
33.38,0
28.703,0
36.639,0
31.704,0
34.255,0
34.377,0
28.002,0
34.4,0
33.787,0
32.863,0
28.148,0
35.794,0
36.693,0
28.633,0
30.781,0
29.521,0
30.239,0
22.712,0
28.45,0
34.615,0
31.333,0
36.708,0
29.409,0
24.491,0
34.429,0
25.984,0
32.675,0
24.302,0
26.439,0
29.312,0
31.791,0
34.739,0
26.776,0
29.906,0
32.675,0
35.904,0
30.703,0
35.784,0
33.869,0
31.425,0
34.465,0
36.951,0
22.621,0
33.971,0
22.954,0
31.983,0
36.265,0
20.093,0
36.687,0
34.001,0
30.731,0
35.668,0
32.805,0
36.745,0
35.202,0
35.972,0
31.761,0
35.926,0
28.507,0
30.478,0
26.869,0
36.111,0
36.641,0
34.185,0
33.89,0
24.631,0
24.688,0
36.597,0
35.858,0
30.157,0
34.478,0
36.923,0
36.086,0
34.595,0
33.733,0
25.677,0
26.539,0
20.007,0
34.523,0
30.917,0
36.789,0
32.493,0
22.869,0
31.885,0
30.511,0
33.184,0
33.399,0
20.77,0
27.314,0
30.217,0
36.698,0
29.462,0
34.831,0
32.257,0
31.532,0
36.038,0
32.659,0
29.571,0
36.964,0
16.793,0
26.755,0
36.67,0
35.613,0
31.379,0
26.743,0
33.864,0
31.963,0
31.9,0
34.618,0
28.024,0
22.991,0
32.557,0
30.118,0
31.586,0
28.832,0
31.536,0
34.074,0
32.983,0
27.823,0
32.704,0
36.257,0
34.625,0
36.077,0
30.946,0
35.591,0
31.502,0
27.511,0
36.917,0
36.813,0
34.883,0
25.06,0
26.313,0
36.019,0
31.921,0
33.825,0
30.843,0
35.885,0
32.207,0
34.627,0
32.007,0
30.009,0
34.688,0
35.368,0
28.925,0
32.392,0
34.355,0
21.525,0
30.327,0
34.437,0
32.839,0
30.1,0
29.091,0
36.723,0
35.204,0
28.7,0
36.583,0
36.348,0
23.738,0
32.126,0
22.164,0
27.137,0
35.679,0
35.38,0
33.278,0
27.636,0
35.554,0
34.432,0
35.718,0
35.775,0
33.742,0
33.224,0
20.481,0
34.329,0
34.663,0
33.917,0
35.733,0
35.524,0
24.891,0
35.471,0
36.122,0
26.43,0
28.678,0
33.182,0
31.801,0
33.881,0
35.514,0
36.307,0
24.413,0
34.577,0
28.283,0
28.851,0
26.241,0
36.111,0
34.673,0
36.999,0
34.856,0
26.284,0
29.968,0
36.505,0
29.939,0
20.997,0
36.389,0
27.977,0
34.814,0
30.777,0
36.591,0
22.782,0
32.828,0
36.077,0
35.925,0
33.209,0
25.555,0
31.895,0
31.307,0
32.083,0
25.416,0
33.587,0
30.334,0
26.37,0
27.903,0
33.338,0
35.795,0
31.836,0
28.117,0
34.894,0
35.961,0
25.465,0
35.082,0
33.68,0
36.239,0
35.662,0
30.198,0
34.743,0
31.48,0
36.297,0
34.493,0
33.974,0
35.643,0
27.705,0
29.137,0
33.013,0
34.816,0
28.474,0
34.928,0
31.531,0
27.028,0
34.871,0
21.733,0
35.214,0
13.751,0
35.56,0
35.64,0
35.163,0
27.591,0
35.945,0
26.703,0
26.67,0
32.877,0
35.71,0
29.523,0
35.779,0
32.872,0
21.853,0
36.4,0
30.113,0
36.754,0
32.82,0
31.605,0
32.669,0
29.953,0
34.852,0
25.827,0
29.533,0
31.373,0
35.147,0
33.77,0
35.892,0
36.636,0
35.012,0
35.884,0
33.691,0
26.525,0
31.838,0
25.091,0
31.714,0
35.111,0
34.191,0
32.163,0
36.343,0
20.201,0
34.969,0
32.15,0
21.955,0
36.037,0
30.792,0
34.056,0
32.882,0
35.369,0
25.891,0
34.815,0
36.282,0
36.618,0
29.943,0
34.812,0
36.208,0
33.029,0
32.619,0
34.603,0
36.925,0
20.182,0
35.277,0
35.966,0
25.059,0
36.968,0
35.567,0
24.578,0
33.912,0
29.004,0
19.639,0
35.279,0
27.219,0
35.388,0
21.477,0
30.824,0
23.525,0
30.574,0
28.643,0
28.304,0
20.941,0
29.728,0
35.069,0
25.145,0
30.857,0
31.344,0
34.119,0
36.015,0
23.102,0
31.904,0
34.657,0
26.371,0
36.724,0
35.153,0
34.445,0
33.352,0
35.442,0
28.251,0
20.049,0
28.528,0
31.135,0
31.315,0
34.348,0
25.755,0
34.789,0
32.482,0
36.691,0
24.657,0
36.132,0
36.943,0
32.527,0
32.254,0
30.385,0
26.336,0
34.406,0
36.607,0
36.495,0
33.639,0
26.673,0
32.533,0
33.878,0
34.142,0
34.557,0
32.87,0
34.334,0
33.263,0
35.859,0
35.269,0
22.05,0
33.062,0
30.732,0
34.161,0
30.562,0
35.146,0
35.956,0
36.725,0
30.215,0
35.689,0
36.281,0
35.346,0
35.405,0
25.776,0
36.66,0
33.112,0
24.552,0
36.67,0
33.942,0
33.162,0
34.295,0
33.892,0
30.893,0
32.689,0
24.234,0
30.111,0
31.048,0
36.615,0
32.607,0
26.941,0
30.321,0
36.262,0
30.445,0
36.81,0
31.302,0
34.544,0
36.495,0
36.78,0
36.953,0
32.718,0
24.23,0
31.114,0
32.485,0
36.548,0
31.181,0
35.355,0
35.923,0
26.428,0
36.713,0
28.036,0
33.14,0
36.52,0
30.985,0
28.844,0
27.922,0
30.037,0
33.841,0
36.48,0
36.937,0
32.467,0
36.021,0
30.398,0
31.51,0
29.245,0
32.751,0
34.832,0
29.487,0
34.73,0
35.634,0
35.478,0
33.293,0
32.515,0
36.479,0
32.455,0
32.593,0
30.912,0
32.175,0
30.722,0
27.767,0
28.529,0
30.251,0
18.497,0
36.459,0
32.471,0
35.808,0
35.088,0
31.909,0
34.66,0
23.361,0
35.285,0
27.566,0
34.529,0
28.033,0
25.075,0
29.725,0
31.019,0
28.573,0
36.605,0
22.12,0
30.648,0
36.472,0
27.753,0
30.042,0
21.725,0
32.452,0
33.686,0
32.261,0
30.491,0
36.292,0
36.437,0
27.93,0
19.629,0
34.628,0
30.674,0
31.245,0
36.37,0
35.78,0
35.022,0
36.222,0
22.106,0
33.216,0
33.332,0
34.764,0
36.951,0
34.636,0
33.613,0
27.627,0
36.441,0
34.823,0
36.536,0
34.374,0
31.623,0
31.586,0
29.098,0
32.781,0
34.615,0
32.677,0
36.249,0
29.707,0
31.743,0
32.145,0
36.734,0
29.216,0
36.336,0
30.975,0
34.813,0
30.829,0
29.573,0
28.047,0
36.015,0
32.508,0
32.608,0
36.475,0
32.048,0
26.825,0
32.294,0
36.261,0
32.593,0
31.825,0
27.583,0
26.344,0
28.922,0
36.013,0
33.249,0
35.826,0
17.582,0
35.812,0
22.719,0
35.792,0
36.436,0
24.704,0
28.305,0
35.539,0
28.313,0
29.773,0
28.515,0
22.033,0
27.729,0
25.633,0
33.641,0
36.108,0
28.349,0
27.545,0
22.407,0
33.059,0
36.281,0
32.765,0
36.204,0
25.255,0
23.898,0
30.088,0
36.115,0
33.173,0
27.049,0
36.33,0
34.792,0
27.075,0
29.881,0
30.107,0
33.981,0
29.968,0
34.791,0
36.733,0
32.518,0
27.656,0
33.628,0
35.106,0
33.534,0
32.808,0
36.169,0
36.59,0
23.492,0
34.568,0
29.641,0
34.408,0
34.566,0
28.582,0
31.725,0
31.205,0
31.063,0
36.293,0
33.726,0
33.363,0
30.874,0
26.255,0
31.619,0
23.247,0
33.57,0
29.856,0
32.834,0
31.787,0
29.595,0
32.832,0
33.767,0
30.621,0
27.016,0
36.932,0
29.564,0
35.795,0
34.536,0
32.607,0
34.839,0
28.987,0
31.973,0
30.618,0
36.34,0
34.458,0
31.814,0
27.885,0
35.37,0
24.916,0
27.928,0
25.797,0
35.046,0
24.9,0
22.92,0
35.566,0
31.361,0
32.456,0
35.339,0
35.106,0
29.893,0
31.351,0
36.052,0
32.277,0
33.533,0
32.412,0
29.082,0
23.602,0
32.71,0
36.756,0
34.615,0
33.765,0
27.728,0
29.065,0
35.953,0
25.875,0
31.401,0
31.484,0
28.348,0
35.907,0
35.496,0
33.752,0
30.015,0
17.997,0
26.655,0
33.338,0
20.133,0
31.021,0
32.709,0
26.24,0
25.539,0
34.605,0
28.605,0
26.098,0
36.194,0
33.775,0
36.279,0
29.243,0
28.246,0
36.573,0
29.466,0
27.579,0
36.545,0
27.088,0
36.372,0
36.159,0
34.758,0
36.583,0
33.375,0
34.8,0
28.414,0
33.294,0
29.102,0
36.004,0
15.59,0
25.86,0
24.977,0
31.616,0
35.29,0
36.059,0
35.514,0
27.804,0
34.963,0
34.921,0
35.892,0
33.898,0
36.609,0
34.517,0
25.903,0
28.269,0
35.24,0
35.432,0
26.785,0
34.908,0
31.719,0
35.679,0
36.789,0
26.899,0
36.783,0
36.062,0
27.899,0
36.231,0
29.196,0
33.025,0
35.18,0
34.637,0
30.73,0
24.064,0
35.508,0
26.321,0
34.009,0
32.761,0
25.004,0
30.405,0
29.533,0
27.13,0
30.971,0
32.383,0
35.077,0
22.112,0
33.435,0
25.031,0
24.524,0
35.93,0
21.155,0
32.283,0
30.947,0
26.553,0
33.418,0
28.26,0
30.309,0
31.838,0
34.921,0
19.778,0
34.758,0
33.74,0
32.033,0
31.718,0
22.564,0
25.526,0
28.433,0
31.424,0
24.434,0
36.978,0
28.898,0
34.435,0
31.868,0
32.803,0
31.891,0
36.041,0
35.796,0
32.984,0
32.876,0
34.414,0
33.814,0
29.84,0
35.518,0
27.003,0
36.995,0
33.372,0
33.666,0
34.568,0
28.779,0
36.648,0
36.224,0
35.164,0
34.021,0
27.859,0
35.249,0
35.562,0
35.923,0
30.899,0
35.192,0
35.554,0
36.859,0
36.226,0
33.857,0
31.495,0
36.684,0
35.581,0
30.253,0
34.974,0
28.881,0
33.919,0
30.267,0
32.889,0
35.512,0
33.943,0
34.896,0
26.536,0
35.374,0
34.892,0
31.712,0
35.154,0
27.608,0
25.644,0
31.982,0
33.267,0
29.001,0
23.351,0
36.064,0
30.167,0
36.501,0
25.77,0
29.853,0
34.604,0
29.888,0
33.313,0
23.899,0
31.252,0
20.631,0
35.623,0
36.494,0
31.227,0
26.888,0
32.658,0
21.001,0
26.092,0
30.846,0
29.627,0
35.247,0
31.483,0
36.111,0
26.774,0
36.255,0
29.675,0
29.685,0
27.288,0
36.491,0
36.198,0
29.361,0
25.589,0
33.91,0
36.266,0
25.835,0
36.077,0
24.286,0
35.055,0
30.816,0
36.773,0
33.484,0
22.441,0
33.023,0
32.947,0
34.904,0
27.982,0
36.915,0
36.92,0
31.837,0
32.763,0
29.781,0
29.245,0
32.499,0
33.936,0
33.893,0
36.465,0
26.329,0
36.664,0
32.549,0
27.656,0
34.173,0
35.949,0
34.213,0
33.513,0
36.943,0
16.922,0
35.833,0
26.289,0
19.798,0
34.341,0
33.92,0
35.169,0
32.99,0
36.598,0
28.118,0
26.551,0
28.907,0
28.833,0
23.914,0
30.475,0
25.358,0
23.425,0
23.178,0
35.483,0
19.872,0
25.625,0
32.168,0
35.518,0
34.232,0
32.196,0
24.866,0
28.84,0
36.942,0
29.343,0
32.318,0
36.312,0
33.927,0
30.715,0
35.057,0
36.991,0
30.2,0
33.612,0
29.554,0
34.442,0
32.253,0
32.168,0
32.631,0
30.456,0
31.699,0
30.945,0
34.783,0
35.074,0
34.152,0
21.662,0
25.748,0
34.839,0
33.313,0
28.003,0
25.797,0
36.53,0
26.285,0
26.841,0
30.795,0
27.334,0
22.43,0
25.826,0
32.788,0
29.734,0
26.728,0
29.265,0
27.759,0
34.97,0
36.135,0
31.158,0
34.544,0
33.234,0
27.826,0
36.511,0
23.853,0
36.85,0
36.793,0
32.493,0
32.145,0
31.92,0
34.734,0
31.772,0
31.307,0
36.976,0
36.308,0
26.467,0
30.448,0
32.007,0
33.718,0
28.625,0
34.683,0
30.545,0
30.268,0
35.481,0
29.333,0
35.912,0
34.544,0
34.326,0
32.39,0
34.099,0
23.598,0
32.901,0
35.113,0
36.29,0
32.88,0
18.47,0
35.038,0
34.041,0
36.869,0
20.066,0
35.547,0
28.151,0
30.772,0
32.75,0
25.354,0
35.257,0
35.723,0
28.153,0
27.503,0
34.807,0
31.922,0
25.341,0
28.958,0
26.461,0
32.811,0
30.79,0
35.529,0
27.953,0
35.186,0
36.563,0
26.619,0
34.771,0
32.85,0
33.193,0
34.425,0
34.132,0
27.853,0
32.551,0
25.021,0
31.215,0
31.515,0
33.219,0
27.103,0
30.143,0
30.763,0
26.809,0
29.013,0
