sigma,label
52.566,1
58.54,1
57.188,1
56.496,1
50.314,1
50.96,1
52.219,1
66.129,1
67.9,1
56.139,1
52.898,1
59.059,1
64.579,1
52.64,1
54.524,1
51.712,1
68.788,1
67.655,1
51.389,1
61.642,1
57.151,1
60.074,1
52.604,1
57.572,1
66.038,1
52.431,1
51.191,1
53.321,1
54.998,1
53.34,1
50.245,1
60.515,1
57.433,1
55.869,1
54.842,1
50.633,1
54.192,1
55.928,1
57.488,1
57.882,1
58.649,1
54.229,1
56.754,1
52.109,1
57.963,1
52.534,1
62.861,1
57.469,1
50.466,1
52.62,1
50.641,1
53.96,1
53.284,1
51.872,1
51.831,1
53.051,1
53.071,1
51.323,1
52.11,1
66.902,1
52.562,1
51.635,1
57.086,1
52.517,1
54.058,1
50.664,1
59.611,1
68.934,1
50.599,1
62.234,1
53.691,1
69.332,1
53.81,1
58.6,1
65.568,1
55.529,1
56.075,1
61.607,1
58.83,1
50.386,1
56.379,1
53.586,1
57.296,1
65.659,1
52.441,1
51.142,1
57.051,1
61.73,1
51.684,1
50.074,1
62.007,1
58.809,1
73.577,1
53.744,1
54.35,1
56.67,1
50.706,1
50.164,1
83.764,1
52.496,1
54.951,1
53.235,1
53.994,1
60.972,1
53.602,1
55.569,1
51.567,1
53.059,1
51.62,1
54.478,1
65.915,1
50.917,1
60.409,1
55.77,1
50.48,1
57.266,1
54.051,1
52.206,1
52.017,1
55.711,1
52.059,1
57.08,1
63.621,1
50.817,1
50.894,1
52.746,1
51.56,1
50.522,1
61.005,1
53.825,1
56.763,1
53.911,1
54.698,1
50.08,1
64.797,1
64.165,1
51.555,1
50.149,1
54.752,1
51.059,1
57.313,1
67.742,1
56.75,1
56.973,1
63.721,1
53.694,1
51.575,1
60.272,1
53.533,1
51.43,1
61.509,1
55.179,1
62.394,1
53.227,1
63.066,1
53.461,1
56.956,1
52.031,1
61.267,1
54.594,1
57.6,1
78.574,1
50.569,1
63.883,1
57.584,1
55.825,1
61.278,1
82.618,1
57.93,1
56.032,1
58.283,1
60.579,1
59.673,1
51.016,1
53.882,1
54.396,1
51.988,1
52.887,1
50.526,1
58.339,1
55.251,1
56.988,1
53.18,1
56.688,1
51.368,1
52.902,1
59.932,1
50.858,1
66.854,1
53.283,1
51.602,1
56.56,1
54.257,1
50.138,1
55.274,1
68.669,1
50.031,1
54.9,1
56.439,1
60.808,1
63.07,1
55.189,1
51.079,1
55.703,1
58.217,1
73.63,1
53.331,1
52.196,1
53.749,1
52.904,1
62.038,1
53.568,1
53.729,1
62.164,1
53.526,1
52.842,1
62.793,1
59.849,1
52.139,1
66.376,1
62.655,1
57.957,1
58.213,1
64.066,1
61.3,1
56.009,1
66.209,1
58.503,1
59.617,1
52.023,1
58.443,1
56.961,1
56.249,1
55.345,1
53.626,1
58.013,1
51.627,1
62.214,1
54.938,1
63.423,1
57.363,1
52.003,1
61.42,1
50.436,1
54.458,1
50.115,1
59.202,1
56.584,1
65.984,1
57.782,1
50.731,1
53.905,1
51.82,1
60.486,1
59.393,1
56.685,1
57.055,1
50.565,1
56.424,1
60.334,1
52.562,1
56.09,1
51.196,1
52.522,1
57.756,1
51.92,1
54.864,1
55.026,1
54.89,1
52.636,1
53.583,1
51.576,1
70.317,1
51.158,1
50.025,1
54.478,1
58.403,1
50.346,1
52.847,1
54.325,1
50.934,1
57.296,1
68.739,1
55.181,1
55.375,1
52.296,1
65.175,1
52.598,1
50.776,1
56.6,1
50.2,1
54.826,1
51.533,1
66.47,1
55.101,1
55.306,1
61.11,1
56.211,1
58.01,1
56.17,1
54.091,1
53.454,1
62.92,1
63.039,1
57.965,1
55.256,1
51.912,1
58.947,1
55.821,1
54.242,1
59.827,1
52.598,1
56.43,1
58.258,1
67.364,1
53.844,1
51.427,1
52.571,1
60.656,1
52.588,1
53.159,1
63.489,1
51.228,1
56.433,1
54.856,1
55.78,1
57.451,1
52.34,1
56.767,1
56.802,1
52.09,1
61.98,1
62.376,1
55.153,1
51.315,1
54.165,1
59.224,1
57.498,1
63.763,1
64.347,1
50.59,1
68.364,1
51.866,1
52.938,1
53.688,1
64.219,1
60.671,1
53.478,1
53.097,1
50.29,1
53.257,1
52.519,1
54.651,1
62.441,1
53.37,1
62.518,1
50.193,1
59.408,1
66.496,1
51.319,1
67.133,1
54.858,1
52.466,1
50.59,1
55.675,1
55.78,1
53.764,1
51.836,1
57.828,1
52.012,1
70.472,1
52.009,1
51.574,1
50.891,1
57.27,1
60.819,1
63.109,1
50.978,1
54.209,1
51.338,1
55.414,1
52.481,1
54.8,1
50.279,1
61.17,1
52.517,1
53.413,1
57.084,1
53.482,1
51.646,1
52.714,1
60.804,1
52.169,1
53.028,1
61.016,1
52.04,1
53.01,1
51.626,1
50.339,1
58.354,1
59.944,1
59.708,1
56.968,1
51.338,1
54.672,1
51.592,1
52.706,1
65.684,1
60.823,1
52.69,1
54.116,1
56.756,1
55.395,1
54.393,1
51.027,1
62.388,1
50.663,1
50.15,1
51.4,1
56.559,1
50.966,1
53.674,1
51.063,1
52.468,1
60.332,1
60.988,1
51.089,1
59.32,1
50.833,1
51.385,1
51.559,1
56.736,1
55.409,1
56.479,1
59.226,1
57.036,1
55.854,1
55.39,1
59.598,1
58.691,1
78.459,1
51.899,1
54.36,1
54.364,1
57.43,1
55.113,1
58.321,1
53.533,1
56.667,1
50.854,1
52.297,1
56.509,1
50.822,1
52.684,1
55.46,1
62.924,1
55.584,1
63.255,1
58.599,1
53.002,1
52.623,1
51.269,1
57.458,1
67.631,1
53.717,1
50.206,1
68.535,1
55.722,1
57.739,1
56.435,1
58.426,1
59.133,1
54.506,1
55.53,1
55.941,1
53.567,1
68.662,1
50.118,1
54.259,1
55.816,1
58.913,1
55.377,1
66.344,1
53.193,1
60.378,1
61.98,1
53.837,1
50.391,1
52.104,1
53.265,1
51.141,1
51.813,1
53.801,1
50.703,1
66.724,1
50.362,1
51.415,1
50.437,1
59.471,1
50.791,1
65.58,1
50.643,1
57.064,1
54.958,1
53.754,1
53.451,1
50.976,1
53.443,1
53.152,1
51.995,1
69.419,1
54.241,1
64.14,1
56.73,1
51.418,1
72.789,1
64.357,1
54.602,1
54.897,1
53.237,1
52.319,1
55.444,1
52.763,1
50.809,1
64.872,1
53.419,1
51.823,1
62.573,1
64.522,1
50.472,1
50.301,1
54.266,1
59.907,1
58.692,1
58.188,1
60.86,1
55.557,1
61.168,1
53.983,1
52.122,1
55.164,1
54.317,1
54.397,1
56.728,1
52.856,1
50.504,1
58.95,1
54.611,1
54.393,1
58.721,1
58.038,1
72.66,1
58.824,1
52.399,1
54.29,1
54.268,1
58.44,1
59.059,1
58.646,1
54.476,1
50.902,1
57.93,1
54.757,1
64.417,1
57.202,1
51.543,1
51.069,1
60.955,1
59.421,1
59.435,1
57.382,1
53.838,1
62.738,1
50.295,1
51.946,1
50.316,1
50.468,1
50.763,1
68.393,1
51.255,1
60.133,1
52.434,1
53.708,1
74.501,1
51.232,1
53.842,1
50.672,1
51.97,1
60.17,1
54.731,1
55.682,1
59.544,1
63.118,1
50.909,1
51.775,1
64.405,1
56.947,1
55.882,1
52.109,1
62.797,1
60.581,1
61.648,1
69.508,1
58.665,1
52.583,1
51.957,1
51.746,1
52.367,1
52.812,1
50.22,1
57.7,1
55.166,1
51.886,1
55.418,1
53.206,1
65.456,1
51.174,1
58.195,1
50.36,1
65.201,1
51.387,1
51.128,1
50.943,1
57.234,1
60.061,1
50.0,1
51.2,1
54.431,1
57.563,1
50.903,1
52.73,1
60.223,1
51.768,1
51.192,1
52.41,1
53.832,1
53.409,1
50.389,1
59.244,1
58.066,1
63.101,1
56.433,1
51.672,1
52.39,1
53.475,1
52.545,1
57.853,1
54.188,1
51.263,1
50.268,1
50.169,1
50.728,1
84.648,1
64.425,1
53.32,1
53.282,1
75.156,1
52.247,1
65.412,1
54.688,1
58.391,1
61.275,1
55.618,1
56.421,1
50.932,1
59.841,1
53.338,1
53.985,1
53.758,1
59.21,1
55.297,1
61.633,1
54.98,1
55.217,1
51.504,1
69.117,1
70.24,1
52.266,1
51.169,1
77.175,1
56.204,1
60.37,1
52.285,1
70.994,1
60.288,1
59.635,1
58.644,1
52.43,1
50.355,1
63.899,1
50.965,1
63.492,1
54.355,1
54.016,1
59.348,1
55.399,1
51.535,1
54.814,1
50.232,1
54.753,1
56.034,1
52.224,1
56.525,1
57.65,1
53.777,1
50.242,1
65.516,1
51.928,1
53.287,1
53.517,1
55.587,1
50.068,1
57.074,1
55.249,1
50.368,1
51.239,1
73.559,1
51.644,1
52.435,1
55.311,1
71.036,1
55.835,1
57.132,1
55.169,1
69.125,1
54.906,1
56.019,1
55.691,1
50.337,1
50.066,1
55.825,1
54.732,1
55.571,1
55.259,1
50.604,1
52.967,1
50.563,1
51.491,1
53.447,1
51.384,1
60.224,1
51.185,1
52.111,1
57.418,1
55.916,1
53.225,1
54.388,1
60.676,1
71.022,1
59.871,1
63.726,1
58.577,1
63.548,1
51.33,1
62.435,1
67.853,1
55.819,1
54.539,1
52.495,1
53.877,1
51.302,1
51.484,1
55.919,1
59.149,1
67.811,1
56.731,1
52.578,1
52.675,1
55.363,1
52.336,1
51.388,1
60.386,1
50.492,1
56.588,1
59.021,1
54.302,1
59.106,1
65.937,1
68.559,1
66.797,1
55.4,1
55.872,1
55.992,1
53.735,1
59.448,1
52.327,1
55.388,1
54.04,1
51.14,1
58.304,1
51.234,1
57.091,1
52.301,1
57.85,1
62.752,1
57.632,1
52.477,1
78.737,1
57.837,1
52.841,1
55.953,1
50.966,1
50.258,1
53.952,1
51.425,1
67.814,1
50.62,1
53.687,1
50.543,1
55.262,1
53.962,1
67.143,1
50.518,1
51.436,1
51.077,1
51.993,1
55.239,1
55.839,1
54.055,1
54.39,1
55.414,1
70.996,1
58.121,1
56.436,1
53.618,1
51.255,1
63.103,1
64.09,1
51.45,1
50.65,1
53.805,1
54.801,1
50.863,1
53.66,1
63.96,1
67.325,1
60.706,1
53.129,1
54.519,1
58.151,1
70.072,1
57.825,1
52.833,1
66.68,1
57.64,1
62.26,1
50.073,1
57.623,1
57.993,1
57.037,1
51.1,1
55.829,1
52.74,1
54.27,1
52.779,1
59.15,1
70.525,1
54.96,1
55.466,1
51.352,1
59.523,1
50.134,1
52.858,1
52.657,1
59.67,1
51.461,1
51.037,1
64.234,1
51.236,1
51.952,1
52.987,1
61.266,1
54.164,1
50.475,1
50.146,1
55.948,1
51.495,1
71.204,1
54.081,1
60.597,1
57.255,1
50.881,1
54.963,1
62.3,1
70.781,1
57.384,1
51.471,1
50.512,1
50.25,1
52.039,1
53.56,1
52.456,1
56.485,1
51.905,1
52.934,1
78.11,1
50.446,1
50.261,1
50.101,1
66.357,1
67.782,1
55.981,1
57.142,1
53.458,1
55.894,1
53.57,1
50.523,1
54.262,1
52.321,1
53.705,1
64.13,1
50.605,1
52.634,1
54.613,1
63.032,1
57.372,1
53.666,1
66.494,1
50.477,1
50.975,1
56.336,1
60.628,1
51.294,1
51.276,1
59.631,1
50.777,1
58.601,1
51.996,1
51.982,1
62.395,1
57.078,1
50.183,1
65.81,1
50.714,1
67.319,1
54.841,1
53.127,1
54.989,1
60.815,1
52.965,1
53.273,1
56.457,1
57.681,1
52.438,1
54.867,1
56.191,1
58.353,1
61.496,1
54.311,1
52.0,1
51.392,1
52.184,1
61.592,1
78.11,1
55.25,1
50.872,1
64.145,1
54.99,1
52.447,1
51.214,1
50.575,1
55.351,1
58.88,1
55.606,1
51.858,1
51.712,1
55.323,1
72.577,1
52.035,1
53.195,1
51.317,1
53.239,1
56.751,1
60.273,1
51.015,1
53.784,1
56.043,1
67.879,1
59.889,1
58.02,1
58.672,1
53.937,1
52.787,1
57.162,1
59.328,1
70.837,1
54.824,1
53.412,1
61.149,1
54.823,1
50.04,1
56.63,1
54.446,1
63.718,1
50.585,1
53.367,1
50.726,1
57.576,1
60.93,1
58.525,1
52.194,1
51.089,1
54.808,1
52.048,1
50.853,1
50.263,1
61.23,1
51.082,1
58.401,1
50.764,1
60.572,1
61.437,1
64.326,1
57.662,1
50.793,1
57.267,1
51.274,1
58.326,1
55.483,1
50.015,1
62.786,1
55.108,1
51.561,1
59.826,1
53.362,1
53.192,1
50.556,1
59.134,1
50.534,1
55.747,1
52.33,1
50.257,1
56.841,1
51.936,1
50.687,1
51.047,1
55.625,1
54.867,1
60.509,1
53.508,1
53.322,1
62.517,1
50.287,1
52.503,1
50.678,1
55.598,1
69.79,1
56.645,1
51.407,1
56.216,1
53.93,1
74.275,1
57.232,1
54.124,1
51.764,1
50.079,1
58.19,1
61.328,1
56.311,1
54.434,1
56.189,1
50.766,1
62.246,1
50.243,1
52.693,1
59.295,1
50.683,1
69.965,1
50.185,1
55.537,1
50.232,1
50.061,1
58.917,1
51.13,1
61.087,1
59.708,1
62.415,1
55.844,1
55.243,1
60.495,1
52.559,1
55.941,1
50.951,1
53.926,1
53.714,1
53.085,1
54.346,1
61.835,1
52.017,1
52.42,1
52.808,1
55.233,1
56.449,1
59.409,1
52.809,1
67.925,1
53.763,1
54.449,1
52.291,1
50.99,1
64.896,1
51.378,1
52.444,1
51.499,1
56.054,1
53.88,1
50.714,1
52.734,1
58.817,1
58.907,1
50.201,1
54.769,1
54.083,1
63.366,1
50.929,1
59.23,1
64.906,1
53.618,1
55.327,1
53.447,1
53.76,1
57.998,1
51.576,1
52.9,1
53.926,1
55.571,1
56.816,1
55.48,1
53.048,1
50.279,1
50.213,1
54.97,1
51.811,1
55.408,1
54.861,1
52.62,1
134.183,1
53.05,1
51.39,1
52.723,1
59.412,1
53.488,1
53.247,1
52.219,1
50.36,1
53.509,1
51.04,1
50.189,1
50.484,1
53.113,1
58.703,1
50.78,1
52.72,1
70.355,1
59.584,1
50.375,1
52.399,1
53.087,1
65.969,1
61.415,1
51.603,1
64.445,1
50.795,1
52.206,1
52.22,1
62.628,1
59.012,1
60.273,1
52.799,1
50.711,1
60.124,1
52.245,1
51.569,1
63.279,1
53.37,1
50.071,1
50.919,1
56.341,1
55.733,1
52.729,1
53.648,1
59.489,1
52.432,1
50.418,1
50.768,1
52.024,1
53.447,1
56.479,1
50.007,1
59.698,1
54.439,1
57.025,1
56.787,1
51.106,1
54.663,1
54.012,1
50.674,1
50.243,1
51.064,1
56.842,1
58.21,1
55.142,1
52.898,1
56.813,1
51.941,1
50.477,1
52.045,1
54.048,1
52.098,1
54.53,1
57.603,1
59.203,1
53.114,1
55.692,1
51.22,1
51.404,1
51.416,1
55.076,1
59.792,1
52.668,1
52.708,1
57.252,1
60.742,1
57.603,1
56.212,1
53.875,1
52.313,1
66.482,1
71.521,1
58.47,1
62.718,1
51.112,1
75.089,1
61.733,1
59.149,1
52.51,1
53.519,1
50.764,1
53.352,1
59.616,1
50.895,1
57.021,1
55.35,1
57.232,1
55.324,1
52.717,1
54.369,1
61.701,1
51.582,1
50.425,1
56.236,1
51.065,1
52.787,1
50.837,1
50.307,1
55.049,1
50.785,1
69.711,1
50.67,1
54.472,1
53.368,1
51.164,1
64.188,1
77.394,1
55.127,1
58.244,1
61.795,1
68.443,1
50.741,1
55.814,1
55.281,1
59.289,1
68.972,1
52.969,1
65.622,1
62.054,1
50.551,1
51.254,1
60.872,1
51.268,1
56.255,1
53.744,1
69.077,1
59.513,1
50.092,1
51.638,1
53.423,1
51.867,1
69.066,1
68.744,1
56.208,1
52.125,1
53.715,1
55.203,1
57.775,1
51.163,1
50.601,1
60.894,1
59.207,1
54.318,1
51.272,1
53.311,1
63.774,1
53.94,1
55.919,1
53.732,1
53.719,1
57.853,1
65.486,1
56.933,1
56.922,1
62.903,1
69.362,1
52.016,1
54.693,1
55.492,1
55.405,1
69.169,1
56.845,1
51.089,1
58.482,1
56.45,1
51.474,1
65.588,1
58.562,1
50.039,1
52.625,1
52.675,1
53.415,1
61.762,1
51.789,1
60.324,1
56.396,1
56.866,1
51.692,1
50.423,1
50.867,1
50.011,1
74.143,1
56.535,1
51.959,1
61.003,1
57.456,1
54.761,1
56.068,1
51.897,1
61.603,1
55.503,1
62.747,1
52.344,1
53.555,1
51.057,1
51.354,1
53.701,1
73.076,1
50.629,1
51.645,1
51.268,1
51.17,1
51.616,1
70.958,1
57.718,1
51.146,1
60.682,1
50.914,1
52.521,1
75.837,1
56.418,1
51.303,1
52.209,1
58.688,1
52.335,1
54.137,1
52.809,1
55.736,1
54.292,1
54.731,1
63.269,1
56.512,1
59.132,1
60.605,1
59.755,1
50.202,1
54.157,1
56.058,1
56.303,1
58.344,1
60.014,1
58.548,1
51.619,1
55.115,1
63.413,1
62.451,1
62.85,1
50.63,1
51.771,1
53.907,1
51.359,1
59.162,1
50.238,1
56.967,1
57.046,1
55.329,1
50.314,1
62.516,1
56.735,1
52.764,1
61.773,1
55.423,1
52.535,1
53.937,1
58.219,1
57.569,1
53.726,1
56.766,1
51.528,1
51.543,1
53.737,1
55.997,1
58.005,1
55.655,1
54.916,1
66.353,1
50.296,1
67.192,1
56.182,1
56.492,1
53.181,1
56.286,1
52.054,1
61.275,1
51.994,1
53.023,1
52.728,1
50.131,1
56.52,1
51.631,1
53.735,1
52.895,1
56.452,1
53.238,1
57.509,1
62.316,1
53.581,1
55.834,1
55.774,1
53.396,1
50.767,1
55.453,1
54.145,1
54.857,1
50.989,1
50.964,1
57.14,1
53.449,1
57.004,1
50.94,1
59.459,1
64.958,1
61.734,1
59.109,1
67.957,1
61.532,1
70.373,1
54.499,1
53.325,1
53.603,1
58.22,1
50.834,1
60.333,1
54.386,1
59.649,1
51.537,1
53.686,1
57.608,1
65.035,1
53.885,1
59.513,1
51.87,1
53.502,1
50.548,1
59.223,1
58.81,1
60.954,1
52.453,1
50.443,1
54.278,1
51.248,1
57.105,1
55.294,1
53.116,1
53.162,1
60.232,1
56.414,1
68.979,1
52.07,1
55.658,1
56.938,1
53.004,1
52.499,1
52.273,1
56.77,1
51.879,1
52.756,1
57.993,1
51.17,1
55.804,1
59.176,1
50.381,1
56.045,1
51.05,1
51.585,1
52.063,1
61.124,1
65.375,1
58.845,1
56.906,1
50.267,1
62.881,1
56.335,1
51.317,1
62.233,1
56.054,1
52.089,1
54.464,1
67.418,1
52.546,1
50.145,1
54.235,1
61.009,1
63.478,1
64.468,1
55.704,1
51.467,1
58.758,1
58.657,1
59.679,1
56.706,1
56.14,1
51.192,1
61.307,1
50.957,1
57.89,1
54.787,1
53.062,1
63.887,1
61.342,1
52.744,1
51.495,1
52.15,1
57.866,1
53.496,1
51.166,1
50.596,1
59.351,1
53.409,1
57.263,1
52.065,1
58.732,1
56.069,1
57.627,1
58.63,1
52.287,1
50.623,1
68.601,1
61.749,1
57.994,1
52.474,1
55.465,1
60.745,1
52.354,1
64.427,1
51.677,1
56.877,1
50.995,1
50.13,1
62.894,1
57.041,1
72.468,1
68.506,1
53.93,1
51.159,1
54.095,1
58.065,1
64.679,1
62.553,1
51.944,1
52.091,1
63.011,1
60.751,1
50.327,1
54.096,1
52.65,1
55.14,1
64.436,1
53.795,1
51.279,1
52.453,1
51.857,1
58.646,1
60.897,1
51.457,1
57.574,1
59.731,1
52.383,1
52.538,1
55.888,1
56.025,1
50.622,1
51.191,1
53.57,1
65.895,1
52.928,1
60.486,1
58.231,1
55.202,1
76.037,1
52.004,1
57.888,1
51.175,1
51.156,1
60.27,1
51.995,1
64.043,1
56.706,1
71.514,1
58.557,1
76.119,1
60.61,1
50.486,1
54.119,1
50.465,1
53.975,1
54.466,1
55.38,1
53.681,1
53.864,1
55.149,1
50.302,1
53.696,1
50.414,1
52.775,1
50.997,1
52.347,1
54.778,1
54.359,1
51.997,1
61.579,1
51.351,1
54.642,1
55.138,1
55.679,1
58.294,1
56.057,1
53.913,1
55.21,1
56.835,1
50.466,1
53.567,1
55.583,1
56.02,1
55.842,1
58.773,1
51.557,1
52.235,1
51.818,1
50.944,1
54.649,1
50.603,1
51.267,1
59.38,1
56.648,1
56.46,1
53.467,1
51.405,1
50.087,1
78.08,1
82.704,1
53.982,1
51.034,1
51.285,1
50.2,1
55.149,1
56.991,1
56.961,1
50.97,1
59.602,1
53.156,1
52.132,1
50.588,1
52.205,1
62.966,1
52.332,1
58.891,1
60.208,1
55.995,1
54.021,1
67.948,1
51.021,1
51.416,1
62.433,1
50.999,1
53.88,1
69.701,1
52.482,1
52.549,1
65.491,1
57.556,1
60.91,1
61.202,1
55.331,1
59.987,1
64.242,1
53.026,1
52.472,1
53.034,1
60.361,1
52.259,1
55.652,1
64.619,1
54.878,1
62.771,1
64.912,1
67.533,1
50.771,1
50.075,1
54.863,1
51.738,1
51.797,1
54.676,1
52.251,1
62.184,1
50.461,1
58.091,1
51.715,1
61.72,1
51.229,1
53.211,1
54.336,1
50.609,1
51.005,1
52.468,1
69.12,1
55.675,1
52.991,1
50.593,1
53.884,1
60.209,1
57.432,1
59.004,1
50.891,1
61.095,1
51.36,1
55.166,1
60.809,1
53.434,1
61.268,1
60.581,1
51.478,1
62.047,1
54.441,1
55.981,1
55.433,1
63.532,1
52.176,1
57.339,1
52.681,1
56.051,1
55.596,1
57.218,1
52.344,1
58.731,1
52.248,1
51.61,1
55.532,1
55.076,1
56.204,1
57.941,1
56.334,1
60.095,1
50.741,1
57.697,1
53.559,1
53.335,1
55.057,1
52.223,1
55.199,1
61.441,1
60.833,1
52.082,1
50.86,1
57.959,1
59.787,1
68.752,1
65.379,1
50.692,1
53.915,1
51.258,1
51.222,1
52.09,1
52.122,1
55.175,1
54.774,1
61.226,1
51.317,1
50.249,1
53.0,1
51.105,1
64.589,1
53.421,1
62.825,1
62.143,1
67.165,1
51.895,1
54.682,1
53.531,1
57.955,1
51.882,1
62.674,1
50.034,1
52.416,1
50.514,1
58.158,1
50.374,1
51.929,1
53.449,1
50.894,1
50.553,1
53.932,1
51.646,1
58.047,1
52.533,1
61.21,1
56.672,1
53.469,1
54.64,1
59.759,1
59.219,1
52.606,1
52.736,1
51.204,1
52.042,1
66.446,1
54.893,1
59.277,1
50.401,1
54.74,1
58.931,1
50.45,1
53.601,1
64.735,1
51.192,1
63.942,1
55.248,1
57.922,1
71.329,1
56.057,1
56.46,1
56.857,1
59.588,1
55.818,1
52.362,1
52.105,1
54.592,1
53.998,1
54.298,1
50.789,1
56.795,1
52.705,1
59.482,1
69.23,1
88.801,1
59.112,1
59.236,1
53.488,1
54.645,1
71.896,1
68.248,1
51.236,1
51.212,1
50.164,1
53.289,1
51.534,1
51.323,1
51.057,1
55.561,1
59.241,1
51.017,1
58.308,1
50.383,1
54.045,1
51.067,1
53.833,1
50.212,1
50.718,1
55.034,1
54.415,1
50.392,1
51.634,1
60.342,1
51.722,1
54.744,1
66.867,1
60.323,1
50.251,1
57.553,1
55.431,1
53.217,1
53.074,1
50.274,1
55.159,1
50.325,1
51.402,1
59.54,1
53.679,1
55.816,1
51.34,1
51.471,1
61.37,1
53.586,1
55.302,1
50.234,1
52.38,1
55.469,1
53.263,1
61.975,1
53.238,1
58.184,1
60.626,1
52.823,1
51.043,1
65.112,1
59.259,1
54.876,1
53.551,1
61.06,1
54.158,1
53.111,1
55.298,1
61.403,1
55.889,1
51.168,1
51.969,1
53.686,1
59.294,1
50.776,1
59.982,1
52.747,1
50.441,1
54.262,1
51.455,1
52.444,1
53.231,1
61.825,1
60.886,1
50.544,1
57.507,1
56.503,1
50.465,1
60.03,1
57.337,1
50.398,1
68.063,1
52.111,1
51.937,1
55.622,1
50.837,1
53.637,1
61.988,1
51.056,1
52.618,1
58.914,1
51.799,1
51.124,1
50.221,1
53.509,1
50.276,1
52.156,1
52.554,1
50.959,1
60.458,1
55.883,1
51.623,1
54.516,1
50.295,1
66.666,1
50.678,1
53.783,1
54.99,1
54.141,1
61.962,1
53.831,1
55.16,1
63.795,1
50.604,1
55.476,1
52.114,1
59.413,1
51.845,1
55.553,1
51.129,1
53.33,1
51.971,1
57.663,1
59.616,1
61.718,1
63.149,1
59.57,1
54.183,1
57.454,1
51.346,1
52.653,1
50.993,1
50.286,1
60.262,1
53.727,1
50.742,1
59.234,1
51.234,1
51.874,1
52.418,1
51.368,1
57.634,1
54.68,1
57.53,1
56.745,1
54.865,1
50.301,1
56.172,1
52.657,1
52.106,1
51.286,1
50.31,1
57.281,1
51.664,1
50.516,1
64.168,1
57.367,1
54.634,1
52.565,1
52.167,1
51.014,1
50.77,1
51.227,1
60.149,1
50.934,1
70.891,1
53.776,1
56.031,1
55.85,1
50.955,1
50.989,1
63.099,1
52.911,1
54.426,1
84.162,1
52.448,1
58.383,1
55.764,1
50.309,1
58.87,1
54.996,1
55.995,1
57.428,1
58.614,1
50.759,1
52.919,1
51.045,1
72.585,1
63.532,1
51.781,1
54.376,1
54.161,1
53.479,1
60.264,1
51.422,1
58.024,1
54.367,1
52.659,1
53.491,1
61.475,1
50.391,1
54.76,1
50.345,1
52.596,1
53.154,1
51.404,1
59.038,1
51.604,1
55.314,1
52.678,1
63.707,1
62.706,1
60.064,1
50.049,1
50.549,1
51.36,1
57.173,1
54.226,1
57.665,1
63.947,1
51.31,1
57.045,1
56.297,1
51.156,1
71.296,1
50.238,1
50.003,1
54.231,1
51.3,1
54.757,1
51.486,1
50.483,1
51.695,1
50.092,1
54.027,1
60.742,1
58.003,1
55.955,1
53.632,1
51.317,1
54.388,1
59.862,1
65.619,1
52.242,1
57.726,1
62.348,1
50.95,1
58.421,1
59.837,1
51.987,1
55.509,1
51.42,1
57.625,1
62.039,1
53.779,1
54.135,1
61.36,1
52.071,1
61.468,1
51.476,1
52.549,1
55.895,1
84.924,1
74.722,1
57.199,1
51.385,1
53.155,1
76.464,1
52.496,1
50.312,1
52.215,1
53.057,1
52.02,1
58.995,1
65.085,1
51.665,1
51.858,1
50.796,1
52.29,1
51.975,1
50.489,1
52.312,1
55.969,1
52.355,1
52.171,1
52.782,1
68.453,1
53.052,1
56.216,1
60.263,1
51.217,1
52.929,1
65.532,1
51.856,1
54.707,1
50.666,1
56.569,1
60.569,1
51.732,1
74.691,1
56.583,1
50.819,1
60.674,1
51.549,1
51.106,1
56.212,1
51.703,1
56.162,1
55.32,1
58.422,1
52.9,1
70.036,1
68.463,1
52.267,1
57.048,1
59.069,1
52.765,1
84.368,1
52.191,1
56.541,1
55.315,1
53.086,1
79.271,1
55.326,1
59.282,1
52.493,1
54.197,1
55.103,1
57.488,1
51.231,1
52.894,1
53.278,1
55.131,1
77.487,1
55.635,1
54.028,1
56.793,1
59.114,1
63.718,1
54.925,1
60.619,1
52.293,1
51.107,1
57.495,1
57.793,1
51.706,1
50.458,1
52.655,1
62.587,1
66.477,1
52.273,1
50.992,1
53.344,1
53.446,1
57.01,1
56.159,1
58.537,1
57.696,1
56.641,1
55.553,1
52.631,1
58.489,1
55.913,1
51.393,1
52.686,1
53.503,1
57.868,1
51.315,1
53.659,1
52.526,1
51.788,1
52.998,1
53.317,1
50.459,1
57.893,1
55.701,1
51.052,1
54.701,1
66.076,1
57.198,1
51.441,1
59.025,1
55.043,1
52.621,1
54.546,1
55.225,1
58.572,1
53.812,1
60.748,1
54.294,1
62.305,1
57.215,1
56.507,1
56.026,1
50.925,1
54.425,1
58.606,1
50.775,1
53.55,1
50.42,1
53.498,1
51.974,1
59.273,1
61.914,1
54.882,1
67.584,1
50.057,1
63.578,1
51.026,1
66.179,1
55.789,1
52.179,1
60.705,1
52.732,1
54.32,1
54.991,1
56.152,1
50.489,1
63.367,1
54.593,1
52.141,1
51.647,1
55.442,1
58.975,1
52.676,1
54.696,1
58.924,1
53.88,1
50.596,1
54.488,1
52.2,1
52.969,1
50.705,1
55.821,1
56.091,1
62.368,1
53.262,1
58.311,1
50.02,1
51.72,1
55.667,1
50.709,1
64.412,1
52.519,1
59.303,1
57.635,1
75.501,1
51.791,1
53.249,1
51.273,1
51.845,1
